matchid,date
Matches/MatchScorecard_ODI.asp?MatchCode=4268,2019-10-03
Matches/MatchScorecard_T20.asp?MatchCode=0745,2019-10-02
Matches/MatchScorecard_ODI.asp?MatchCode=4266,2019-08-03
Matches/MatchScorecard_T20.asp?MatchCode=0744,2019-08-02
Matches/MatchScorecard_ODI.asp?MatchCode=4338,2019-06-27
Matches/MatchScorecard_ODI.asp?MatchCode=4332,2019-06-22
Matches/MatchScorecard_ODI.asp?MatchCode=4324,2019-06-16
Matches/MatchScorecard_T20.asp?MatchCode=0742,2019-06-02
Matches/MatchScorecard_ODI.asp?MatchCode=4263,2019-05-03
Matches/MatchScorecard_ODI.asp?MatchCode=4270,2019-03-13
Matches/MatchScorecard_ODI.asp?MatchCode=4249,2019-03-02
Matches/MatchScorecard_T20.asp?MatchCode=0767,2019-02-27
Matches/MatchScorecard_ODI.asp?MatchCode=4258,2019-02-03
Matches/MatchScorecard_ODI.asp?MatchCode=4242,2019-01-26
Matches/MatchScorecard_ODI.asp?MatchCode=4239,2019-01-23
Matches/MatchScorecard_ODI.asp?MatchCode=4236,2019-01-18
Matches/MatchScorecard_T20.asp?MatchCode=0674,2018-12-03
Matches/MatchScorecard_T20.asp?MatchCode=0672,2018-08-03
Matches/MatchScorecard_T20.asp?MatchCode=0671,2018-06-03
Matches/MatchScorecard_T20.asp?MatchCode=0677,2018-03-18
Matches/MatchScorecard_T20.asp?MatchCode=0675,2018-03-14
