matchid,date
../Matches/MatchScorecard_T20.asp?MatchCode=1054,2019-10-11
../Matches/MatchScorecard_ODI.asp?MatchCode=4287,2019-08-05
../Matches/MatchScorecard_ODI.asp?MatchCode=4336,2019-06-25
../Matches/MatchScorecard_ODI.asp?MatchCode=4331,2019-06-21
../Matches/MatchScorecard_ODI.asp?MatchCode=4326,2019-06-18
../Matches/MatchScorecard_ODI.asp?MatchCode=4300,2019-05-19
../Matches/MatchScorecard_ODI.asp?MatchCode=4297,2019-05-17
../Matches/MatchScorecard_T20.asp?MatchCode=1043,2019-05-11
../Matches/MatchScorecard_T20.asp?MatchCode=0791,2019-05-05
../Matches/MatchScorecard_T20.asp?MatchCode=1040,2019-03-11
../Matches/MatchScorecard_ODI.asp?MatchCode=4284,2019-03-05
../Matches/MatchScorecard_T20.asp?MatchCode=1035,2019-01-11
../Matches/MatchScorecard_T20.asp?MatchCode=0661,2018-10-02
../Matches/MatchScorecard_ODI.asp?MatchCode=4175,2018-07-17
../Matches/MatchScorecard_T20.asp?MatchCode=0662,2018-02-13
../Matches/MatchScorecard_ODI.asp?MatchCode=3949,2016-12-10
../Matches/MatchScorecard_ODI.asp?MatchCode=3948,2016-09-10
../Matches/MatchScorecard_ODI.asp?MatchCode=3946,2016-07-10
../Matches/MatchScorecard_T20.asp?MatchCode=0574,2016-05-07
../Matches/MatchScorecard_T20.asp?MatchCode=0559,2016-03-23
../Matches/MatchScorecard_ODI.asp?MatchCode=3911,2016-02-07
../Matches/MatchScorecard_T20.asp?MatchCode=0486,2015-11-30
../Matches/MatchScorecard_T20.asp?MatchCode=0482,2015-11-27
../Matches/MatchScorecard_T20.asp?MatchCode=0481,2015-11-26
../Matches/MatchScorecard_ODI.asp?MatchCode=3800,2015-08-05
