match_id,score,how dismissed
Matches/MatchScorecard_ODI.asp?MatchCode=4030,8,bMaharaj
Matches/MatchScorecard_ODI.asp?MatchCode=4029,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4125,0,bTye
Matches/MatchScorecard_ODI.asp?MatchCode=4041,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4045,2,notout
Matches/MatchScorecard_ODI.asp?MatchCode=4075,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4073,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4170,1,notout
Matches/MatchScorecard_T20.asp?MatchCode=0706,-,dnb
Matches/MatchScorecard_T20.asp?MatchCode=0704,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3978,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3976,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3974,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4021,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4020,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3949,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=4036,0,cBoultbSouthee
Matches/MatchScorecard_ODI.asp?MatchCode=4031,-,dnb
Matches/MatchScorecard_ODI.asp?MatchCode=3948,33,cNasirHossainbMashrafeMortaza
Matches/MatchScorecard_ODI.asp?MatchCode=3946,-,dnb
